Price,SMA_20,SMA_50,SMA_100,SMA_200,Momentum_20,Momentum_50,Volume_Uptrend,Golden_Cross,SMA_50_above_200,SMA_20_above_50,SMA_50_above_100,SMA_20_above_200,Perfect_Setup,Abs_30d,Abs_90d,Abs_180d,Rel_30d,Rel_90d,Rel_180d,Ticker
"<span data-order=""1577.70"">1577.70</span>","<span data-order=""1635.05"">1635.05</span>","<span data-order=""1649.72"">1649.72</span>","<span data-order=""1732.38"">1732.38</span>","<span data-order=""1759.93"">1759.93</span>","<span data-order=""-2.05"">-2.05</span>","<span data-order=""-14.10"">-14.10</span>",False,False,False,False,False,False,False,"<span data-order=""-4.18"">-4.18%</span>","<span data-order=""-9.13"">-9.13%</span>","<span data-order=""-29.52"">-29.52%</span>","<span data-order=""-3.32"">-3.32%</span>","<span data-order=""-9.18"">-9.18%</span>","<span data-order=""-37.10"">-37.10%</span>",OBEROIRLTY.NS
"<span data-order=""243.04"">243.04</span>","<span data-order=""236.09"">236.09</span>","<span data-order=""236.20"">236.20</span>","<span data-order=""239.89"">239.89</span>","<span data-order=""240.05"">240.05</span>","<span data-order=""2.19"">2.19</span>","<span data-order=""-0.85"">-0.85</span>",True,False,False,False,False,False,False,"<span data-order=""2.53"">2.53%</span>","<span data-order=""0.68"">0.68%</span>","<span data-order=""-4.30"">-4.30%</span>","<span data-order=""3.38"">3.38%</span>","<span data-order=""0.64"">0.64%</span>","<span data-order=""-11.88"">-11.88%</span>",ONGC.NS
"<span data-order=""411.30"">411.30</span>","<span data-order=""402.33"">402.33</span>","<span data-order=""411.32"">411.32</span>","<span data-order=""425.61"">425.61</span>","<span data-order=""414.40"">414.40</span>","<span data-order=""2.50"">2.50</span>","<span data-order=""-8.53"">-8.53</span>",True,False,False,False,False,False,False,"<span data-order=""0.50"">0.50%</span>","<span data-order=""-4.02"">-4.02%</span>","<span data-order=""-9.65"">-9.65%</span>","<span data-order=""1.35"">1.35%</span>","<span data-order=""-4.07"">-4.07%</span>","<span data-order=""-17.23"">-17.23%</span>",OIL.NS
"<span data-order=""1148.60"">1148.60</span>","<span data-order=""1196.61"">1196.61</span>","<span data-order=""1172.03"">1172.03</span>","<span data-order=""1043.11"">1043.11</span>","<span data-order=""935.47"">935.47</span>","<span data-order=""-10.84"">-10.84</span>","<span data-order=""9.28"">9.28</span>",False,False,True,True,True,True,False,"<span data-order=""-7.79"">-7.79%</span>","<span data-order=""34.72"">34.72%</span>","<span data-order=""40.43"">40.43%</span>","<span data-order=""-6.93"">-6.93%</span>","<span data-order=""34.68"">34.68%</span>","<span data-order=""32.85"">32.85%</span>",PAYTM.NS
"<span data-order=""8453.50"">8453.50</span>","<span data-order=""8804.38"">8804.38</span>","<span data-order=""8673.01"">8673.01</span>","<span data-order=""8775.54"">8775.54</span>","<span data-order=""8905.96"">8905.96</span>","<span data-order=""-0.22"">-0.22</span>","<span data-order=""-3.83"">-3.83</span>",False,False,False,True,False,False,False,"<span data-order=""-1.67"">-1.67%</span>","<span data-order=""0.02"">0.02%</span>","<span data-order=""-23.81"">-23.81%</span>","<span data-order=""-0.81"">-0.81%</span>","<span data-order=""-0.02"">-0.02%</span>","<span data-order=""-31.39"">-31.39%</span>",OFSS.NS
"<span data-order=""1675.80"">1675.80</span>","<span data-order=""1778.72"">1778.72</span>","<span data-order=""1805.59"">1805.59</span>","<span data-order=""1813.16"">1813.16</span>","<span data-order=""1750.22"">1750.22</span>","<span data-order=""-8.44"">-8.44</span>","<span data-order=""-7.96"">-7.96</span>",True,False,True,False,False,True,False,"<span data-order=""-12.17"">-12.17%</span>","<span data-order=""-4.05"">-4.05%</span>","<span data-order=""-3.90"">-3.90%</span>","<span data-order=""-11.31"">-11.31%</span>","<span data-order=""-4.09"">-4.09%</span>","<span data-order=""-11.48"">-11.48%</span>",POLICYBZR.NS
"<span data-order=""3487.60"">3487.60</span>","<span data-order=""3691.78"">3691.78</span>","<span data-order=""3856.53"">3856.53</span>","<span data-order=""3905.15"">3905.15</span>","<span data-order=""3697.73"">3697.73</span>","<span data-order=""-5.61"">-5.61</span>","<span data-order=""-15.47"">-15.47</span>",True,False,True,False,False,False,False,"<span data-order=""-7.01"">-7.01%</span>","<span data-order=""-5.02"">-5.02%</span>","<span data-order=""-4.29"">-4.29%</span>","<span data-order=""-6.15"">-6.15%</span>","<span data-order=""-5.06"">-5.06%</span>","<span data-order=""-11.88"">-11.88%</span>",PIIND.NS
"<span data-order=""41240.00"">41240.00</span>","<span data-order=""44049.25"">44049.25</span>","<span data-order=""45100.49"">45100.49</span>","<span data-order=""46005.05"">46005.05</span>","<span data-order=""45041.71"">45041.71</span>","<span data-order=""-6.98"">-6.98</span>","<span data-order=""-12.49"">-12.49</span>",True,False,True,False,False,False,False,"<span data-order=""-7.72"">-7.72%</span>","<span data-order=""-12.87"">-12.87%</span>","<span data-order=""-12.29"">-12.29%</span>","<span data-order=""-6.86"">-6.86%</span>","<span data-order=""-12.91"">-12.91%</span>","<span data-order=""-19.87"">-19.87%</span>",PAGEIND.NS
"<span data-order=""580.95"">580.95</span>","<span data-order=""597.48"">597.48</span>","<span data-order=""602.91"">602.91</span>","<span data-order=""585.42"">585.42</span>","<span data-order=""595.46"">595.46</span>","<span data-order=""-4.05"">-4.05</span>","<span data-order=""-9.96"">-9.96</span>",False,False,True,False,True,True,False,"<span data-order=""-3.32"">-3.32%</span>","<span data-order=""0.10"">0.10%</span>","<span data-order=""-4.26"">-4.26%</span>","<span data-order=""-2.46"">-2.46%</span>","<span data-order=""0.05"">0.05%</span>","<span data-order=""-11.84"">-11.84%</span>",PATANJALI.NS
"<span data-order=""4955.40"">4955.40</span>","<span data-order=""5233.64"">5233.64</span>","<span data-order=""5249.99"">5249.99</span>","<span data-order=""5510.28"">5510.28</span>","<span data-order=""5584.43"">5584.43</span>","<span data-order=""-7.67"">-7.67</span>","<span data-order=""-13.27"">-13.27</span>",True,False,False,False,False,False,False,"<span data-order=""-7.33"">-7.33%</span>","<span data-order=""-11.02"">-11.02%</span>","<span data-order=""-15.22"">-15.22%</span>","<span data-order=""-6.48"">-6.48%</span>","<span data-order=""-11.06"">-11.06%</span>","<span data-order=""-22.80"">-22.80%</span>",PERSISTENT.NS
"<span data-order=""1548.80"">1548.80</span>","<span data-order=""1570.06"">1570.06</span>","<span data-order=""1522.85"">1522.85</span>","<span data-order=""1545.07"">1545.07</span>","<span data-order=""1576.57"">1576.57</span>","<span data-order=""2.25"">2.25</span>","<span data-order=""4.37"">4.37</span>",True,False,False,True,False,False,False,"<span data-order=""3.19"">3.19%</span>","<span data-order=""-2.86"">-2.86%</span>","<span data-order=""-6.55"">-6.55%</span>","<span data-order=""4.05"">4.05%</span>","<span data-order=""-2.90"">-2.90%</span>","<span data-order=""-14.14"">-14.14%</span>",PHOENIXLTD.NS
"<span data-order=""1475.40"">1475.40</span>","<span data-order=""1519.43"">1519.43</span>","<span data-order=""1512.59"">1512.59</span>","<span data-order=""1504.28"">1504.28</span>","<span data-order=""1462.90"">1462.90</span>","<span data-order=""-5.18"">-5.18</span>","<span data-order=""1.91"">1.91</span>",True,False,True,True,True,True,False,"<span data-order=""-4.16"">-4.16%</span>","<span data-order=""-0.36"">-0.36%</span>","<span data-order=""6.46"">6.46%</span>","<span data-order=""-3.31"">-3.31%</span>","<span data-order=""-0.40"">-0.40%</span>","<span data-order=""-1.12"">-1.12%</span>",PIDILITIND.NS
"<span data-order=""7286.00"">7286.00</span>","<span data-order=""7351.57"">7351.57</span>","<span data-order=""7115.17"">7115.17</span>","<span data-order=""6698.48"">6698.48</span>","<span data-order=""6267.29"">6267.29</span>","<span data-order=""1.50"">1.50</span>","<span data-order=""3.46"">3.46</span>",True,False,True,True,True,True,False,"<span data-order=""1.79"">1.79%</span>","<span data-order=""22.85"">22.85%</span>","<span data-order=""17.19"">17.19%</span>","<span data-order=""2.64"">2.64%</span>","<span data-order=""22.81"">22.81%</span>","<span data-order=""9.61"">9.61%</span>",POLYCAB.NS
"<span data-order=""893.60"">893.60</span>","<span data-order=""916.34"">916.34</span>","<span data-order=""917.11"">917.11</span>","<span data-order=""882.41"">882.41</span>","<span data-order=""796.66"">796.66</span>","<span data-order=""2.11"">2.11</span>","<span data-order=""-4.27"">-4.27</span>",False,False,True,False,True,True,False,"<span data-order=""-6.94"">-6.94%</span>","<span data-order=""14.81"">14.81%</span>","<span data-order=""9.00"">9.00%</span>","<span data-order=""-6.09"">-6.09%</span>","<span data-order=""14.77"">14.77%</span>","<span data-order=""1.41"">1.41%</span>",MOTILALOFS.NS
"<span data-order=""1112.00"">1112.00</span>","<span data-order=""1157.83"">1157.83</span>","<span data-order=""1204.78"">1204.78</span>","<span data-order=""1205.49"">1205.49</span>","<span data-order=""1147.06"">1147.06</span>","<span data-order=""-5.86"">-5.86</span>","<span data-order=""-8.53"">-8.53</span>",True,False,True,False,False,True,False,"<span data-order=""-9.55"">-9.55%</span>","<span data-order=""-5.18"">-5.18%</span>","<span data-order=""-3.18"">-3.18%</span>","<span data-order=""-8.69"">-8.69%</span>","<span data-order=""-5.22"">-5.22%</span>","<span data-order=""-10.77"">-10.77%</span>",MAXHEALTH.NS
"<span data-order=""5594.50"">5594.50</span>","<span data-order=""5687.60"">5687.60</span>","<span data-order=""5806.46"">5806.46</span>","<span data-order=""5697.31"">5697.31</span>","<span data-order=""5183.51"">5183.51</span>","<span data-order=""-1.25"">-1.25</span>","<span data-order=""-4.66"">-4.66</span>",True,False,True,False,True,True,False,"<span data-order=""-9.11"">-9.11%</span>","<span data-order=""5.47"">5.47%</span>","<span data-order=""40.05"">40.05%</span>","<span data-order=""-8.26"">-8.26%</span>","<span data-order=""5.43"">5.43%</span>","<span data-order=""32.47"">32.47%</span>",INDIGO.NS
"<span data-order=""1545.60"">1545.60</span>","<span data-order=""1581.72"">1581.72</span>","<span data-order=""1571.10"">1571.10</span>","<span data-order=""1544.60"">1544.60</span>","<span data-order=""1330.50"">1330.50</span>","<span data-order=""-3.53"">-3.53</span>","<span data-order=""0.52"">0.52</span>",True,False,True,True,True,True,False,"<span data-order=""-5.77"">-5.77%</span>","<span data-order=""5.14"">5.14%</span>","<span data-order=""41.80"">41.80%</span>","<span data-order=""-4.91"">-4.91%</span>","<span data-order=""5.10"">5.10%</span>","<span data-order=""34.22"">34.22%</span>",MFSL.NS
"<span data-order=""1146.10"">1146.10</span>","<span data-order=""1115.82"">1115.82</span>","<span data-order=""1075.86"">1075.86</span>","<span data-order=""1044.52"">1044.52</span>","<span data-order=""1006.32"">1006.32</span>","<span data-order=""6.89"">6.89</span>","<span data-order=""11.20"">11.20</span>",False,False,True,True,True,True,False,"<span data-order=""6.93"">6.93%</span>","<span data-order=""14.80"">14.80%</span>","<span data-order=""26.83"">26.83%</span>","<span data-order=""7.79"">7.79%</span>","<span data-order=""14.76"">14.76%</span>","<span data-order=""19.25"">19.25%</span>",JSWSTEEL.NS
"<span data-order=""1063.75"">1063.75</span>","<span data-order=""1042.48"">1042.48</span>","<span data-order=""1006.53"">1006.53</span>","<span data-order=""974.56"">974.56</span>","<span data-order=""929.91"">929.91</span>","<span data-order=""9.09"">9.09</span>","<span data-order=""11.02"">11.02</span>",True,False,True,True,True,True,False,"<span data-order=""4.88"">4.88%</span>","<span data-order=""12.49"">12.49%</span>","<span data-order=""21.58"">21.58%</span>","<span data-order=""5.74"">5.74%</span>","<span data-order=""12.45"">12.45%</span>","<span data-order=""13.99"">13.99%</span>",JINDALSTEL.NS
"<span data-order=""300.05"">300.05</span>","<span data-order=""308.45"">308.45</span>","<span data-order=""316.11"">316.11</span>","<span data-order=""308.04"">308.04</span>","<span data-order=""280.05"">280.05</span>","<span data-order=""-4.35"">-4.35</span>","<span data-order=""-5.27"">-5.27</span>",False,False,True,False,True,True,False,"<span data-order=""-8.65"">-8.65%</span>","<span data-order=""3.13"">3.13%</span>","<span data-order=""12.91"">12.91%</span>","<span data-order=""-7.79"">-7.79%</span>","<span data-order=""3.09"">3.09%</span>","<span data-order=""5.33"">5.33%</span>",JIOFIN.NS
"<span data-order=""606.90"">606.90</span>","<span data-order=""636.14"">636.14</span>","<span data-order=""640.40"">640.40</span>","<span data-order=""662.61"">662.61</span>","<span data-order=""672.67"">672.67</span>","<span data-order=""-3.32"">-3.32</span>","<span data-order=""-11.83"">-11.83</span>",True,False,False,False,False,False,False,"<span data-order=""-4.46"">-4.46%</span>","<span data-order=""-8.50"">-8.50%</span>","<span data-order=""-18.46"">-18.46%</span>","<span data-order=""-3.60"">-3.60%</span>","<span data-order=""-8.54"">-8.54%</span>","<span data-order=""-26.04"">-26.04%</span>",JUBLFOOD.NS
"<span data-order=""4062.30"">4062.30</span>","<span data-order=""4102.57"">4102.57</span>","<span data-order=""3971.42"">3971.42</span>","<span data-order=""3823.95"">3823.95</span>","<span data-order=""3683.89"">3683.89</span>","<span data-order=""2.50"">2.50</span>","<span data-order=""2.26"">2.26</span>",True,False,True,True,True,True,False,"<span data-order=""1.90"">1.90%</span>","<span data-order=""14.96"">14.96%</span>","<span data-order=""1.79"">1.79%</span>","<span data-order=""2.76"">2.76%</span>","<span data-order=""14.92"">14.92%</span>","<span data-order=""-5.79"">-5.79%</span>",KEI.NS
"<span data-order=""1153.20"">1153.20</span>","<span data-order=""1239.87"">1239.87</span>","<span data-order=""1223.79"">1223.79</span>","<span data-order=""1267.98"">1267.98</span>","<span data-order=""1290.11"">1290.11</span>","<span data-order=""-5.20"">-5.20</span>","<span data-order=""-7.73"">-7.73</span>",True,False,False,True,False,False,False,"<span data-order=""-5.02"">-5.02%</span>","<span data-order=""-12.98"">-12.98%</span>","<span data-order=""-12.31"">-12.31%</span>","<span data-order=""-4.16"">-4.16%</span>","<span data-order=""-13.02"">-13.02%</span>","<span data-order=""-19.90"">-19.90%</span>",KPITTECH.NS
"<span data-order=""454.30"">454.30</span>","<span data-order=""495.05"">495.05</span>","<span data-order=""527.33"">527.33</span>","<span data-order=""541.48"">541.48</span>","<span data-order=""540.77"">540.77</span>","<span data-order=""-10.43"">-10.43</span>","<span data-order=""-22.93"">-22.93</span>",True,False,False,False,False,False,False,"<span data-order=""-10.77"">-10.77%</span>","<span data-order=""-19.04"">-19.04%</span>","<span data-order=""-20.50"">-20.50%</span>","<span data-order=""-9.91"">-9.91%</span>","<span data-order=""-19.08"">-19.08%</span>","<span data-order=""-28.08"">-28.08%</span>",KALYANKJIL.NS
"<span data-order=""2063.30"">2063.30</span>","<span data-order=""2000.43"">2000.43</span>","<span data-order=""1998.16"">1998.16</span>","<span data-order=""2066.23"">2066.23</span>","<span data-order=""2015.62"">2015.62</span>","<span data-order=""5.26"">5.26</span>","<span data-order=""-4.49"">-4.49</span>",True,False,False,True,False,False,False,"<span data-order=""2.25"">2.25%</span>","<span data-order=""-0.42"">-0.42%</span>","<span data-order=""18.00"">18.00%</span>","<span data-order=""3.11"">3.11%</span>","<span data-order=""-0.46"">-0.46%</span>","<span data-order=""10.42"">10.42%</span>",KOTAKBANK.NS
"<span data-order=""258.58"">258.58</span>","<span data-order=""240.83"">240.83</span>","<span data-order=""222.34"">222.34</span>","<span data-order=""206.56"">206.56</span>","<span data-order=""176.03"">176.03</span>","<span data-order=""13.84"">13.84</span>","<span data-order=""23.60"">23.60</span>",True,False,True,True,True,True,False,"<span data-order=""16.59"">16.59%</span>","<span data-order=""48.32"">48.32%</span>","<span data-order=""96.46"">96.46%</span>","<span data-order=""17.44"">17.44%</span>","<span data-order=""48.28"">48.28%</span>","<span data-order=""88.88"">88.88%</span>",LTF.NS
"<span data-order=""577.20"">577.20</span>","<span data-order=""570.62"">570.62</span>","<span data-order=""569.87"">569.87</span>","<span data-order=""583.76"">583.76</span>","<span data-order=""571.10"">571.10</span>","<span data-order=""3.61"">3.61</span>","<span data-order=""-5.29"">-5.29</span>",True,False,False,True,False,False,False,"<span data-order=""1.65"">1.65%</span>","<span data-order=""-1.14"">-1.14%</span>","<span data-order=""6.33"">6.33%</span>","<span data-order=""2.50"">2.50%</span>","<span data-order=""-1.18"">-1.18%</span>","<span data-order=""-1.25"">-1.25%</span>",LICHSGFIN.NS
"<span data-order=""5123.00"">5123.00</span>","<span data-order=""5262.10"">5262.10</span>","<span data-order=""5185.25"">5185.25</span>","<span data-order=""5207.19"">5207.19</span>","<span data-order=""5172.35"">5172.35</span>","<span data-order=""-1.31"">-1.31</span>","<span data-order=""-1.01"">-1.01</span>",True,False,True,True,False,True,False,"<span data-order=""-2.14"">-2.14%</span>","<span data-order=""0.46"">0.46%</span>","<span data-order=""-10.13"">-10.13%</span>","<span data-order=""-1.28"">-1.28%</span>","<span data-order=""0.42"">0.42%</span>","<span data-order=""-17.71"">-17.71%</span>",LTIM.NS
"<span data-order=""3670.30"">3670.30</span>","<span data-order=""3626.94"">3626.94</span>","<span data-order=""3606.14"">3606.14</span>","<span data-order=""3599.69"">3599.69</span>","<span data-order=""3482.60"">3482.60</span>","<span data-order=""1.93"">1.93</span>","<span data-order=""5.94"">5.94</span>",True,False,True,True,True,True,False,"<span data-order=""1.60"">1.60%</span>","<span data-order=""1.60"">1.60%</span>","<span data-order=""6.99"">6.99%</span>","<span data-order=""2.45"">2.45%</span>","<span data-order=""1.56"">1.56%</span>","<span data-order=""-0.59"">-0.59%</span>",LT.NS
"<span data-order=""904.10"">904.10</span>","<span data-order=""886.36"">886.36</span>","<span data-order=""888.64"">888.64</span>","<span data-order=""901.30"">901.30</span>","<span data-order=""851.95"">851.95</span>","<span data-order=""3.84"">3.84</span>","<span data-order=""-0.32"">-0.32</span>",True,False,True,False,False,True,False,"<span data-order=""0.95"">0.95%</span>","<span data-order=""-2.75"">-2.75%</span>","<span data-order=""10.99"">10.99%</span>","<span data-order=""1.80"">1.80%</span>","<span data-order=""-2.79"">-2.79%</span>","<span data-order=""3.41"">3.41%</span>",LICI.NS
"<span data-order=""1141.10"">1141.10</span>","<span data-order=""1187.75"">1187.75</span>","<span data-order=""1231.65"">1231.65</span>","<span data-order=""1323.14"">1323.14</span>","<span data-order=""1278.12"">1278.12</span>","<span data-order=""-4.29"">-4.29</span>","<span data-order=""-20.52"">-20.52</span>",True,False,False,False,False,False,False,"<span data-order=""-8.19"">-8.19%</span>","<span data-order=""-18.97"">-18.97%</span>","<span data-order=""-12.56"">-12.56%</span>","<span data-order=""-7.34"">-7.34%</span>","<span data-order=""-19.01"">-19.01%</span>","<span data-order=""-20.14"">-20.14%</span>",LODHA.NS
"<span data-order=""1981.30"">1981.30</span>","<span data-order=""1987.07"">1987.07</span>","<span data-order=""1954.46"">1954.46</span>","<span data-order=""1953.71"">1953.71</span>","<span data-order=""2009.18"">2009.18</span>","<span data-order=""1.55"">1.55</span>","<span data-order=""4.75"">4.75</span>",True,False,False,True,True,False,False,"<span data-order=""0.96"">0.96%</span>","<span data-order=""2.68"">2.68%</span>","<span data-order=""-7.47"">-7.47%</span>","<span data-order=""1.81"">1.81%</span>","<span data-order=""2.64"">2.64%</span>","<span data-order=""-15.05"">-15.05%</span>",LUPIN.NS
"<span data-order=""148545.00"">148545.00</span>","<span data-order=""149525.25"">149525.25</span>","<span data-order=""147196.00"">147196.00</span>","<span data-order=""144306.42"">144306.42</span>","<span data-order=""131038.93"">131038.93</span>","<span data-order=""5.38"">5.38</span>","<span data-order=""-1.17"">-1.17</span>",False,False,True,True,True,True,False,"<span data-order=""2.79"">2.79%</span>","<span data-order=""3.55"">3.55%</span>","<span data-order=""25.14"">25.14%</span>","<span data-order=""3.64"">3.64%</span>","<span data-order=""3.51"">3.51%</span>","<span data-order=""17.56"">17.56%</span>",MRF.NS
"<span data-order=""275.30"">275.30</span>","<span data-order=""275.56"">275.56</span>","<span data-order=""265.24"">265.24</span>","<span data-order=""262.52"">262.52</span>","<span data-order=""264.15"">264.15</span>","<span data-order=""5.60"">5.60</span>","<span data-order=""4.74"">4.74</span>",False,False,True,True,True,True,False,"<span data-order=""3.01"">3.01%</span>","<span data-order=""9.27"">9.27%</span>","<span data-order=""7.20"">7.20%</span>","<span data-order=""3.87"">3.87%</span>","<span data-order=""9.23"">9.23%</span>","<span data-order=""-0.39"">-0.39%</span>",M&MFIN.NS
"<span data-order=""3463.40"">3463.40</span>","<span data-order=""3555.28"">3555.28</span>","<span data-order=""3382.59"">3382.59</span>","<span data-order=""3237.11"">3237.11</span>","<span data-order=""3046.64"">3046.64</span>","<span data-order=""5.40"">5.40</span>","<span data-order=""6.33"">6.33</span>",False,False,True,True,True,True,False,"<span data-order=""2.62"">2.62%</span>","<span data-order=""16.46"">16.46%</span>","<span data-order=""14.49"">14.49%</span>","<span data-order=""3.47"">3.47%</span>","<span data-order=""16.42"">16.42%</span>","<span data-order=""6.90"">6.90%</span>",M&M.NS
"<span data-order=""2435.70"">2435.70</span>","<span data-order=""2562.72"">2562.72</span>","<span data-order=""2547.47"">2547.47</span>","<span data-order=""2495.26"">2495.26</span>","<span data-order=""2502.80"">2502.80</span>","<span data-order=""-4.23"">-4.23</span>","<span data-order=""-7.91"">-7.91</span>",True,False,True,True,True,True,False,"<span data-order=""-2.83"">-2.83%</span>","<span data-order=""-0.74"">-0.74%</span>","<span data-order=""-6.14"">-6.14%</span>","<span data-order=""-1.97"">-1.97%</span>","<span data-order=""-0.78"">-0.78%</span>","<span data-order=""-13.72"">-13.72%</span>",MANKIND.NS
